canonical_security_id,stock_code,name_cn,name_en,shanghai_connect,shenzhen_connect,eligibility_status
HKEX:03968,03968,招商银行,CM BANK,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03969,03969,中国通号,CHINA CRSC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03986,03986,兆易创新,GIGADEVICE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03988,03988,中国银行,BANK OF CHINA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03993,03993,洛阳钼业,CMOC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03996,03996,中国能源建设,CH ENERGY ENG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:03998,03998,波司登,BOSIDENG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06030,06030,中信证券,CITIC SEC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06031,06031,三一重工,SANY HEAVY IND,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06049,06049,保利物业,POLY PPT SER,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06055,06055,中烟香港,CTIHK,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06060,06060,众安在线,ZA ONLINE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06066,06066,中信建投证券,CSC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06067,06067,星源材质,SENIOR MATERIAL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06069,06069,盛业,SY HOLDINGS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06078,06078,海吉亚医疗,HYGEIA HEALTH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06082,06082,壁仞科技,BIREN TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06088,06088,,FIT HON TENG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06090,06090,不同集团,BUTONG GROUP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06098,06098,碧桂园服务,CG SERVICES,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06099,06099,招商证券,CMSC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06110,06110,滔搏,TOPSPORTS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06127,06127,昭衍新药,JOINN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06160,06160,百济神州,BEONE MEDICINES,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06166,06166,剑桥科技,CIG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06168,06168,周六福,ZHOU LIU FU,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06178,06178,光大证券,EB SECURITIES,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06181,06181,老铺黄金,LAOPU GOLD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06185,06185,康希诺生物,CANSINOBIO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06186,06186,中国飞鹤,CHINA FEIHE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06196,06196,郑州银行,BANKOFZHENGZHOU,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06198,06198,青岛港,QINGDAO PORT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06600,06600,卧安机器人,ONEROBOTICS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06603,06603,,IFBH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06613,06613,蓝思科技,LENS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06618,06618,京东健康,JD HEALTH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06651,06651,五一视界,51WORLD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06655,06655,华新建材,HX BLDG MAT,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06666,06666,恒大物业,EVERG SERVICES,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06680,06680,金力永磁,JLMAG,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06681,06681,脑动极光－Ｂ,BRAINAURORA-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06682,06682,范式智能,PHANCY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06683,06683,巨星传奇,STARPLUS LEGEND,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06687,06687,聚水潭,JST GROUP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06690,06690,海尔智家,HAIER SMARTHOME,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06693,06693,赤峰黄金,CHIFENG GOLD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06699,06699,时代天使,ANGELALIGN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06745,06745,滨化股份,BEFAR GROUP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06806,06806,申万宏源,SWHY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06808,06808,高鑫零售,SUNART RETAIL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06809,06809,澜起科技,MONTAGE TECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06818,06818,中国光大银行,CEB BANK,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06821,06821,凯莱英,ASYMCHEM,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06826,06826,昊海生物科技,HAOHAI BIOTEC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06855,06855,亚盛医药,ASCENTAGE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06862,06862,海底捞,HAIDILAO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06865,06865,福莱特玻璃,FLAT GLASS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06869,06869,长飞光纤光缆,YOFC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06881,06881,中国银河,CGS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06886,06886,,HTSC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06936,06936,顺丰控股,SF HOLDING,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06955,06955,博安生物,BOAN BIOTECH,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06963,06963,阳光保险,SUNSHINE INS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06969,06969,思摩尔国际,SMOORE INTL,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06979,06979,珍酒李渡,ZJLD,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06990,06990,科伦博泰生物,SKB BIO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:06993,06993,蓝月亮集团,BLUE MOON GROUP,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:07618,07618,京东工业,JD INDUSTRIALS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09606,09606,映恩生物－Ｂ,DUALITYBIO-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09611,09611,龙旗科技,LONGCHEER,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09626,09626,哔哩哔哩－Ｗ,BILIBILI-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09633,09633,农夫山泉,NONGFU SPRING,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09636,09636,九方智投控股,JF SMARTINVEST,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09658,09658,特海国际,SUPER HI,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09660,09660,地平线机器人－Ｗ,HORIZONROBOT-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09678,09678,云知声,UNISOUND,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09688,09688,再鼎医药,ZAI LAB,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09690,09690,途虎－Ｗ,TUHU-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09696,09696,天齐锂业,TIANQI LITHIUM,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09699,09699,顺丰同城,SF INTRA-CITY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09858,09858,优然牧业,YOURAN DAIRY,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09863,09863,零跑汽车,LEAPMOTOR,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09868,09868,小鹏集团－Ｗ,XPENG-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09880,09880,优必选,UBTECH ROBOTICS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09887,09887,维立志博－Ｂ,LEADS BIOLABS-B,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09890,09890,贪玩,TANWAN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09896,09896,名创优品,MNSO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09899,09899,网易云音乐,NETEASE MUSIC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09903,09903,天数智芯,ILUVATAR COREX,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09911,09911,赤子城科技,NEWBORNTOWN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09926,09926,康方生物,AKESO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09927,09927,赛力斯,SERES,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09969,09969,诺诚健华,INNOCARE,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09973,09973,奇瑞汽车,CHERY AUTO,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09980,09980,东鹏饮料,EASTROC,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09981,09981,沃尔核材,WOER,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09985,09985,卫龙美味,WL DELICIOUS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09987,09987,百胜中国,YUM CHINA,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09988,09988,阿里巴巴－Ｗ,BABA-W,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09989,09989,海普瑞,HEPALINK,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09992,09992,泡泡玛特,POP MART,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09993,09993,金辉控股,RADIANCE HLDGS,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09995,09995,荣昌生物,REMEGEN,True,True,BUY_AND_SELL_ELIGIBLE
HKEX:09999,09999,网易,NTES,True,True,BUY_AND_SELL_ELIGIBLE
