previous_date,current_date,symbol,name,previous_rank,current_rank,rank_change,previous_priority,current_priority,previous_primary_sleeve,current_primary_sleeve
2026-07-15,2026-07-16,601928.SH,凤凰传媒,44,29,15,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,601939.SH,建设银行,61,76,-15,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,601985.SH,XD中国核,49,49,0,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,603065.SH,宿迁联盛,25,95,-70,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,603139.SH,康惠股份,30,28,2,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,603223.SH,恒通股份,36,41,-5,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,603259.SH,药明康德,37,44,-7,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,603268.SH,松发股份,12,8,4,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,603501.SH,豪威集团,11,11,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,603669.SH,灵康药业,13,13,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,603757.SH,大元泵业,40,26,14,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,603823.SH,百合花,15,10,5,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,603893.SH,瑞芯微,88,30,58,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,603928.SH,兴业股份,31,93,-62,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,603991.SH,领先股份,85,40,45,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-15,2026-07-16,688090.SH,瑞松科技,86,85,1,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,688103.SH,国力电子,73,69,4,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,688266.SH,泽璟制药,94,33,61,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,688498.SH,源杰科技,2,2,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-15,2026-07-16,920020.BJ,泰凯英,9,15,-6,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-15,2026-07-16,920367.BJ,新赣江,42,18,24,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-15,2026-07-16,920510.BJ,丰光精密,4,5,-1,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,000001.SZ,平安银行,94,91,3,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,000088.SZ,盐 田 港,53,64,-11,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,000333.SZ,美的集团,14,9,5,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,000538.SZ,云南白药,21,74,-53,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,000598.SZ,兴蓉环境,39,46,-7,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,000759.SZ,中百集团,82,41,41,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-16,2026-07-17,000779.SZ,甘咨询,27,3,24,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-16,2026-07-17,000938.SZ,紫光股份,7,7,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,000977.SZ,浪潮信息,34,45,-11,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,001227.SZ,兰州银行,42,31,11,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,001314.SZ,亿道信息,96,73,23,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,002142.SZ,宁波银行,45,28,17,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,002371.SZ,北方华创,35,27,8,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,002396.SZ,星网锐捷,84,14,70,C_SCREEN_FLAG_ONLY,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,002422.SZ,科伦药业,19,11,8,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,002507.SZ,涪陵榨菜,25,49,-24,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,002536.SZ,飞龙股份,22,51,-29,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,002653.SZ,海思科,55,35,20,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,002718.SZ,友邦吊顶,20,13,7,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,002768.SZ,国恩股份,3,24,-21,A_IMMEDIATE_RESEARCH,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,002821.SZ,凯莱英,71,60,11,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,002832.SZ,比音勒芬,61,65,-4,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,002841.SZ,视源股份,67,25,42,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,002936.SZ,郑州银行,6,10,-4,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,002937.SZ,兴瑞科技,17,15,2,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,300105.SZ,龙源技术,78,44,34,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-16,2026-07-17,300225.SZ,金力泰,75,58,17,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,300308.SZ,中际旭创,12,5,7,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,300723.SZ,一品红,97,81,16,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-16,2026-07-17,300759.SZ,康龙化成,23,23,0,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-16,2026-07-17,300938.SZ,信测标准,47,62,-15,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,300999.SZ,金龙鱼,98,56,42,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,301072.SZ,中捷精工,72,50,22,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,301165.SZ,锐捷网络,37,22,15,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,301206.SZ,三元生物,79,17,62,C_SCREEN_FLAG_ONLY,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,301273.SZ,瑞晨环保,89,47,42,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,301365.SZ,矩阵股份,38,34,4,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,301536.SZ,星宸科技,50,79,-29,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,600016.SH,民生银行,66,67,-1,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,600018.SH,上港集团,36,20,16,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,600900.SH,XD长江电,1,1,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,600919.SH,江苏银行,56,39,17,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,601006.SH,大秦铁路,73,87,-14,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,601128.SH,常熟银行,62,71,-9,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,601168.SH,西部矿业,58,99,-41,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,601211.SH,国泰海通,60,38,22,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-16,2026-07-17,601229.SH,上海银行,32,36,-4,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,601328.SH,交通银行,70,61,9,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,601398.SH,工商银行,83,77,6,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,601658.SH,邮储银行,100,90,10,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,601668.SH,中国建筑,59,53,6,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,601818.SH,光大银行,9,6,3,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,601918.SH,新集能源,54,43,11,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,601928.SH,凤凰传媒,29,33,-4,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,601985.SH,XD中国核,49,42,7,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,603127.SH,昭衍新药,57,70,-13,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,603139.SH,康惠股份,28,40,-12,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,603259.SH,药明康德,44,68,-24,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,603268.SH,松发股份,8,8,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,603466.SH,风语筑,80,55,25,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,603501.SH,豪威集团,11,12,-1,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-16,2026-07-17,603669.SH,灵康药业,13,16,-3,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-16,2026-07-17,603757.SH,大元泵业,26,18,8,B_WATCH_OR_TRIGGER,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,603823.SH,百合花,10,4,6,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,603893.SH,瑞芯微,30,63,-33,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,603991.SH,领先股份,40,86,-46,B_WATCH_OR_TRIGGER,C_SCREEN_FLAG_ONLY,LIQUID_BREAKOUT,LIQUID_BREAKOUT
2026-07-16,2026-07-17,688103.SH,国力电子,69,57,12,C_SCREEN_FLAG_ONLY,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-16,2026-07-17,688266.SH,泽璟制药,33,32,1,B_WATCH_OR_TRIGGER,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-16,2026-07-17,688498.SH,源杰科技,2,2,0,A_IMMEDIATE_RESEARCH,A_IMMEDIATE_RESEARCH,TREND_PERSISTENCE,TREND_PERSISTENCE
2026-07-16,2026-07-17,920020.BJ,泰凯英,15,21,-6,A_IMMEDIATE_RESEARCH,B_WATCH_OR_TRIGGER,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
2026-07-16,2026-07-17,920367.BJ,新赣江,18,26,-8,A_IMMEDIATE_RESEARCH,B_WATCH_OR_TRIGGER,RECOVERY_WATCH,RECOVERY_WATCH
2026-07-16,2026-07-17,920599.BJ,同力股份,86,78,8,C_SCREEN_FLAG_ONLY,C_SCREEN_FLAG_ONLY,DEFENSIVE_STABILITY,DEFENSIVE_STABILITY
