source_id,source_name,source_type,owner_or_provider,period_covered,as_of_date,retrieved_at,file_tab_page_url_or_location,source_rank,freshness_status,notes,trade_authority,route_id,statement,status
SRC-SINA_STATEMENTS-600036-INCOME_STATEMENT,SINA_STATEMENTS income_statement 600036.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:37+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=101; cols=94; elapsed=1.5477; error=,NONE,SINA_STATEMENTS,income_statement,SUCCESS
SRC-SINA_STATEMENTS-600036-CASH_FLOW,SINA_STATEMENTS cash_flow 600036.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:38+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=99; cols=114; elapsed=1.7577; error=,NONE,SINA_STATEMENTS,cash_flow,SUCCESS
SRC-CNINFO-430047,CNINFO periodic reports for 430047.BJ,filing,CNINFO,20240101-20260718,20260718,2026-07-18T22:51:43+08:00,akshare.stock_zh_a_disclosure_report_cninfo,REGULATORY_OR_EXCHANGE_STRUCTURED_DISCLOSURE,current,status=SUCCESS; rows=78; error=,NONE,,,
SRC-CNINFO-688256,CNINFO periodic reports for 688256.SH,filing,CNINFO,20240101-20260718,20260718,2026-07-18T22:51:44+08:00,akshare.stock_zh_a_disclosure_report_cninfo,REGULATORY_OR_EXCHANGE_STRUCTURED_DISCLOSURE,current,status=SUCCESS; rows=84; error=,NONE,,,
SRC-EASTMONEY_STATEMENTS-688256-BALANCE_SHEET,EASTMONEY_STATEMENTS balance_sheet 688256.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:51:46+08:00,akshare.stock_balance_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=28; cols=319; elapsed=1.5987; error=,NONE,EASTMONEY_STATEMENTS,balance_sheet,SUCCESS
SRC-EASTMONEY_STATEMENTS-688256-INCOME_STATEMENT,EASTMONEY_STATEMENTS income_statement 688256.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:51:47+08:00,akshare.stock_profit_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=31; cols=203; elapsed=1.5628; error=,NONE,EASTMONEY_STATEMENTS,income_statement,SUCCESS
SRC-EASTMONEY_STATEMENTS-688256-CASH_FLOW,EASTMONEY_STATEMENTS cash_flow 688256.SH,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:51:49+08:00,akshare.stock_cash_flow_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=31; cols=254; elapsed=1.5621; error=,NONE,EASTMONEY_STATEMENTS,cash_flow,SUCCESS
SRC-SINA_STATEMENTS-688256-BALANCE_SHEET,SINA_STATEMENTS balance_sheet 688256.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:50+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=28; cols=147; elapsed=1.4452; error=,NONE,SINA_STATEMENTS,balance_sheet,SUCCESS
SRC-SINA_STATEMENTS-688256-INCOME_STATEMENT,SINA_STATEMENTS income_statement 688256.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:53+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=31; cols=83; elapsed=2.6299; error=,NONE,SINA_STATEMENTS,income_statement,SUCCESS
SRC-SINA_STATEMENTS-688256-CASH_FLOW,SINA_STATEMENTS cash_flow 688256.SH,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:51:54+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=31; cols=71; elapsed=1.3187; error=,NONE,SINA_STATEMENTS,cash_flow,SUCCESS
SRC-CNINFO-000776,CNINFO periodic reports for 000776.SZ,filing,CNINFO,20240101-20260718,20260718,2026-07-18T22:51:57+08:00,akshare.stock_zh_a_disclosure_report_cninfo,REGULATORY_OR_EXCHANGE_STRUCTURED_DISCLOSURE,current,status=SUCCESS; rows=145; error=,NONE,,,
SRC-EASTMONEY_STATEMENTS-000776-BALANCE_SHEET,EASTMONEY_STATEMENTS balance_sheet 000776.SZ,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:52:00+08:00,akshare.stock_balance_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=68; cols=215; elapsed=3.0794; error=,NONE,EASTMONEY_STATEMENTS,balance_sheet,SUCCESS
SRC-EASTMONEY_STATEMENTS-000776-INCOME_STATEMENT,EASTMONEY_STATEMENTS income_statement 000776.SZ,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:52:02+08:00,akshare.stock_profit_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=70; cols=185; elapsed=2.7268; error=,NONE,EASTMONEY_STATEMENTS,income_statement,SUCCESS
SRC-EASTMONEY_STATEMENTS-000776-CASH_FLOW,EASTMONEY_STATEMENTS cash_flow 000776.SZ,provider_export,Eastmoney,provider-returned-history,2026-07-18,2026-07-18T22:52:06+08:00,akshare.stock_cash_flow_sheet_by_report_em,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER,current,route_id=EASTMONEY_STATEMENTS; status=SUCCESS; rows=80; cols=252; elapsed=3.2671; error=,NONE,EASTMONEY_STATEMENTS,cash_flow,SUCCESS
SRC-SINA_STATEMENTS-000776-BALANCE_SHEET,SINA_STATEMENTS balance_sheet 000776.SZ,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:52:08+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=69; cols=111; elapsed=1.8498; error=,NONE,SINA_STATEMENTS,balance_sheet,SUCCESS
SRC-SINA_STATEMENTS-000776-INCOME_STATEMENT,SINA_STATEMENTS income_statement 000776.SZ,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:52:09+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=69; cols=73; elapsed=1.3243; error=,NONE,SINA_STATEMENTS,income_statement,SUCCESS
SRC-SINA_STATEMENTS-000776-CASH_FLOW,SINA_STATEMENTS cash_flow 000776.SZ,provider_export,Sina,provider-returned-history,2026-07-18,2026-07-18T22:52:11+08:00,akshare.stock_financial_report_sina,AUDITABLE_STANDARDIZED_PUBLIC_PROVIDER_FALLBACK,current,route_id=SINA_STATEMENTS; status=SUCCESS; rows=69; cols=81; elapsed=1.3425; error=,NONE,SINA_STATEMENTS,cash_flow,SUCCESS
